ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability,Data_Source,Station_Type
7.85509202009838,204.8904554713363,20791.318980747023,7.300211873184757,368.51644134980336,564.3086541722439,10.3797830780847,86.9909704615088,2.9631353806316407,0,Global_Survey_A,Reservoir
3.71608007538699,129.42292051494425,18630.057857970347,6.635245883862,333.3403041262694,592.8853591348523,15.18001311635726,56.32907628451764,4.500656274942408,0,Global_Survey_A,River_Basin
8.099124189298397,224.23625939355776,19909.5417322924,9.275883602694089,352.37249995767286,418.6062130644815,16.868636929550973,66.42009251176368,3.0559337496641685,0,Global_Survey_A,Natural_Lake
8.316765884214679,214.3733940856225,22018.41744077529,8.05933237743854,356.88613564305666,363.2665161642437,18.436524495493305,100.34167436508008,4.628770536837084,0,Global_Survey_A,Natural_Lake
9.092223456290965,181.10150923612525,17978.98633892625,6.546599974207941,310.13573752420444,398.4108133818447,11.558279443446397,31.997992727424737,4.075075425430034,0,Global_Survey_A,Reservoir
5.584086638456089,188.3133237696164,28748.68773904612,7.54486878877965,326.6783629116736,280.4679159334877,8.399734640152758,54.91786184199447,2.5597082275565217,0,Global_Survey_A,Reservoir
10.223862164528772,248.07173527013992,28749.71654352824,7.5134084658313025,393.66339551509645,283.6516335078445,13.789695317519886,84.60355617402357,2.672988736934779,0,Global_Survey_A,Reservoir
8.635848718500734,203.3615225845705,13672.091763901635,4.563008685599703,303.3097711592812,474.6076449424485,12.36381669870525,62.79830896292516,4.401424715445482,0,Global_Survey_A,River_Basin
6.793298812536088,118.98857909025187,14285.583854224516,7.804173553073094,268.646940746221,389.3755658712614,12.70604896865791,53.92884576751224,3.5950171809576155,0,Global_Survey_A,Natural_Lake
11.180284470721592,227.2314692379745,25484.50849098786,9.077200016914391,404.04163468409,563.8854814810949,17.92780641128502,71.97660103221915,4.370561936655497,0,Global_Survey_A,Natural_Lake
7.360640105838258,165.52079725952862,32452.614409143884,7.550700906704114,326.62435345560164,425.3834194953873,15.586810438033126,78.74001566430479,3.662291782852457,0,Global_Survey_A,Reservoir
7.974521648923869,218.69330048866644,18767.65668181348,8.110384501123875,322.597756645389,364.0982304620487,14.525745697593209,76.48591117965157,4.011718108339787,0,Global_Survey_A,River_Basin
7.119824384264552,156.70499334039215,18730.81365334272,3.60603609050572,282.3440504739606,347.71502726194376,15.9295359088257,79.5007783369744,3.445756223321899,0,Global_Survey_A,River_Basin
6.577326795881501,150.1749233951362,27331.36196192776,6.838223470687509,299.41578134685847,379.7618348257725,19.370807181232124,76.5099955279583,4.413974182974902,0,Global_Survey_A,Reservoir
